recipe_name,prep,cooking,food type,Calories, Carbohydrates, Protein, Fat, Saturated Fat, Polyunsaturated Fat, Sodium, Potassium, Fiber, Sugar, Vitamin A, Vitamin C, Calcium, Iron,Serving, Cholesterol, Trans Fat,url,ingredients,tokenized_ingredients,cleaned_tokenized_ingredients
Chicken Mami Recipe,"5
minutes",,Lunch, 824kcal (41%, 85g (28%, 41g (82%, 37g (57%, 4g (20%,, 1799mg (75%, 662mg (19%, 9g (36%, 14g (16%, 5920IU (118%, 20mg (24%, 101mg (10%, 2mg (11%,, 177mg (59%,,https://panlasangpinoy.com/chicken-mami-recipe/,"▢
12 oz. chicken breast bone-in
▢
1 piece Knorr Chicken Cube
▢
1 lb. fresh noodles
▢
2 cups Napa cabbage chopped
▢
3 eggs boiled
▢
1 cup carrot julienne
▢
1 cup green onion chopped
▢
1 piece onion wedged
▢
1 head garlic crushed
▢
2 quarts water
▢
1/2 cup cooking oil
▢
Salt and ground black pepper to taste","[[], ['12', 'oz', 'chicken', 'breast', 'bonein'], [], ['1', 'piece', 'Knorr', 'Chicken', 'Cube'], [], ['1', 'lb', 'fresh', 'noodles'], [], ['2', 'cups', 'Napa', 'cabbage', 'chopped'], [], ['3', 'eggs', 'boiled'], [], ['1', 'cup', 'carrot', 'julienne'], [], ['1', 'cup', 'green', 'onion', 'chopped'], [], ['1', 'piece', 'onion', 'wedged'], [], ['1', 'head', 'garlic', 'crushed'], [], ['2', 'quarts', 'water'], [], ['12', 'cup', 'cooking', 'oil'], [], ['Salt', 'and', 'ground', 'black', 'pepper', 'to', 'taste']]","['chicken', 'breast', 'bone', 'in', 'knorr', 'chicken', 'cube', 'fresh', 'noodles', 'napa', 'cabbage', 'eggs', 'boiled', 'carrot', 'julienne', 'green', 'onion', 'onion', 'wedged', 'head', 'garlic', 'water', 'cooking', 'oil', 'salt', 'and', 'ground', 'black', 'pepper', 'to', 'taste']"
Steamed Fish with Mayonnaise,"10
minutes","35
minutes",Lunch, 404kcal (20%, 15g (5%, 1g (2%, 36g (55%, 4g (20%,, 1174mg (49%, 109mg (3%, 1g (4%, 8g (9%, 2693IU (54%, 28mg (34%, 12mg (1%, 1mg (6%,, 2mg (1%,,https://panlasangpinoy.com/steamed-fish-with-mayonnaise/,"▢
1 piece fish about 3 to 5 lbs
▢
¾ cup scallions sliced
▢
2 thumbs ginger julienne
▢
1 ½ teaspoons salt","[[], ['1', 'piece', 'fish', 'about', '3', 'to', '5', 'lbs'], [], ['¾', 'cup', 'scallions', 'sliced'], [], ['2', 'thumbs', 'ginger', 'julienne'], [], ['1', '½', 'teaspoons', 'salt']]","['fish', 'about', 'to', 'scallions', 'thumbs', 'ginger', 'julienne', 'salt']"
Bangus Sisig,"10
minutes","25
minutes",Lunch,, 5g (2%, 46g (92%, 22g (34%, 10g (50%,, 694mg (29%, 942mg (27%, 1g (4%, 2g (2%, 1410IU (28%, 10mg (12%, 34mg (3%, 1mg (6%, 4g Calories, 164mg (55%,,https://panlasangpinoy.com/bangus-sisig-recipe/,"▢
1 piece bangus fried or baked, and then flaked
▢
1 piece onion chopped
▢
1/2 cup scallions chopped
▢
1 tablespoon chili pepper labuyo or Thai chili
▢
1/2 teaspoon ground black pepper
▢
1 tablespoon soy sauce
▢
2 teaspoons ginger minced
▢
1 cup crushed chicharon pork rind
▢
1/2 tablespoon mayonnaise
▢
1/4 cup unsalted butter
▢
1 teaspoon garlic powder
▢
1/2 teaspoon salt","[[], ['1', 'piece', 'bangus', 'fried', 'or', 'baked', 'and', 'then', 'flaked'], [], ['1', 'piece', 'onion', 'chopped'], [], ['12', 'cup', 'scallions', 'chopped'], [], ['1', 'tablespoon', 'chili', 'pepper', 'labuyo', 'or', 'Thai', 'chili'], [], ['12', 'teaspoon', 'ground', 'black', 'pepper'], [], ['1', 'tablespoon', 'soy', 'sauce'], [], ['2', 'teaspoons', 'ginger', 'minced'], [], ['1', 'cup', 'crushed', 'chicharon', 'pork', 'rind'], [], ['12', 'tablespoon', 'mayonnaise'], [], ['14', 'cup', 'unsalted', 'butter'], [], ['1', 'teaspoon', 'garlic', 'powder'], [], ['12', 'teaspoon', 'salt']]","['bangus', 'fried', 'or', 'baked', 'and', 'then', 'flaked', 'onion', 'scallions', 'chili', 'pepper', 'labuyo', 'or', 'thai', 'chili', 'ground', 'black', 'pepper', 'soy', 'sauce', 'ginger', 'chicharon', 'pork', 'rind', 'mayonnaise', 'unsalted', 'butter', 'garlic', 'powder', 'salt']"
Fried Tilapia Recipe,"5
minutes","15
minutes",Lunch,,, 1g (2%, 7g (11%, 1g (5%,,,,,,,,,, 3g Calories, 1mg Sodium,,https://panlasangpinoy.com/filipino-food-fried-fish-tilapia-dish/,"▢
2 pieces tilapia cleaned and scales removed
▢
2 teaspoons salt
▢
1 cup cooking oil","[[], ['2', 'pieces', 'tilapia', 'cleaned', 'and', 'scales', 'removed'], [], ['2', 'teaspoons', 'salt'], [], ['1', 'cup', 'cooking', 'oil']]","['tilapia', 'cleaned', 'and', 'scales', 'removed', 'salt', 'cooking', 'oil']"
Pork and Chicken Adobo Recipe,"15
minutes",,Lunch,, 6g (2%, 34g (68%, 84g (129%, 27g (135%,, 1284mg (54%, 503mg (14%, 1g (4%, 2g (2%, 210IU (4%, 4mg (5%, 45mg (5%, 2.6mg (14%, 6g Calories, 167mg (56%,,https://panlasangpinoy.com/pork-and-chicken-adobo/,"▢
1 1/2 lbs pork belly chopped
▢
1 1/2 lbs chicken cut into serving pieces
▢
4 pieces dried bay leaves
▢
2 teaspoons whole peppercorn
▢
1 head garlic slightly crushed
▢
6 tablespoons vinegar white
▢
1/2 cup soy sauce
▢
1 tablespoon oyster sauce
▢
2 teaspoons brown sugar
▢
2 cups water
▢
Salt to taste
▢
3 tablespoons cooking oil","[[], ['1', '12', 'lbs', 'pork', 'belly', 'chopped'], [], ['1', '12', 'lbs', 'chicken', 'cut', 'into', 'serving', 'pieces'], [], ['4', 'pieces', 'dried', 'bay', 'leaves'], [], ['2', 'teaspoons', 'whole', 'peppercorn'], [], ['1', 'head', 'garlic', 'slightly', 'crushed'], [], ['6', 'tablespoons', 'vinegar', 'white'], [], ['12', 'cup', 'soy', 'sauce'], [], ['1', 'tablespoon', 'oyster', 'sauce'], [], ['2', 'teaspoons', 'brown', 'sugar'], [], ['2', 'cups', 'water'], [], ['Salt', 'to', 'taste'], [], ['3', 'tablespoons', 'cooking', 'oil']]","['pork', 'belly', 'chicken', 'cut', 'into', 'serving', 'dried', 'bay', 'leaves', 'peppercorn', 'head', 'garlic', 'slightly', 'vinegar', 'white', 'soy', 'sauce', 'oyster', 'sauce', 'brown', 'sugar', 'water', 'salt', 'to', 'taste', 'cooking', 'oil']"
Paksiw na Pata Recipe,"10
minutes",,Lunch,, 34g (11%, 53g (106%, 41g (63%, 15g (75%,, 2072mg (86%, 911mg (26%, 3g (12%, 27g (30%, 90IU (2%, 0.8mg (1%, 89mg (9%, 18.6mg (103%, 4g Calories, 190mg (63%,,https://panlasangpinoy.com/filipino-food-network-pork-recipe-paksiw-na-pata-ng-baboy/,"▢
2 lbs Pork hock pata, sliced crosswise
▢
1 teaspoon garlic crushed
▢
½ cup soy sauce
▢
2 cups water
▢
3 tablespoons vinegar
▢
½ cup brown sugar
▢
100 grams banana blossoms dried, soaked in water
▢
5 pieces dried bay leaves
▢
1 tablespoon whole pepper corn
▢
Salt to taste","[[], ['2', 'lbs', 'Pork', 'hock', 'pata', 'sliced', 'crosswise'], [], ['1', 'teaspoon', 'garlic', 'crushed'], [], ['½', 'cup', 'soy', 'sauce'], [], ['2', 'cups', 'water'], [], ['3', 'tablespoons', 'vinegar'], [], ['½', 'cup', 'brown', 'sugar'], [], ['100', 'grams', 'banana', 'blossoms', 'dried', 'soaked', 'in', 'water'], [], ['5', 'pieces', 'dried', 'bay', 'leaves'], [], ['1', 'tablespoon', 'whole', 'pepper', 'corn'], [], ['Salt', 'to', 'taste']]","['pork', 'hock', 'pata', 'crosswise', 'garlic', 'soy', 'sauce', 'water', 'vinegar', 'brown', 'sugar', 'banana', 'blossoms', 'dried', 'soaked', 'in', 'water', 'dried', 'bay', 'leaves', 'pepper', 'corn', 'salt', 'to', 'taste']"
Galbi Recipe,,"16
minutes",Lunch,, 15g (5%, 35g (70%, 19g (29%, 8g (40%,, 1732mg (72%, 679mg (19%, 1g (4%, 12g (13%, 25IU (1%, 1.2mg (1%, 33mg (3%, 4.4mg (24%, 6g Calories, 98mg (33%,,https://panlasangpinoy.com/galbi/,"▢
3 lbs beef short ribs sliced
▢
3/4 cups light soy sauce
▢
3 tablespoons garlic minced
▢
4 tablespoons brown sugar
▢
2 tablespoons granulated white sugar
▢
1 tablespoon rice wine
▢
1 tablespoon sesame oil
▢
1/4 teaspoon chili powder","[[], ['3', 'lbs', 'beef', 'short', 'ribs', 'sliced'], [], ['34', 'cups', 'light', 'soy', 'sauce'], [], ['3', 'tablespoons', 'garlic', 'minced'], [], ['4', 'tablespoons', 'brown', 'sugar'], [], ['2', 'tablespoons', 'granulated', 'white', 'sugar'], [], ['1', 'tablespoon', 'rice', 'wine'], [], ['1', 'tablespoon', 'sesame', 'oil'], [], ['14', 'teaspoon', 'chili', 'powder']]","['beef', 'short', 'ribs', 'light', 'soy', 'sauce', 'garlic', 'brown', 'sugar', 'granulated', 'white', 'sugar', 'rice', 'wine', 'sesame', 'oil', 'chili', 'powder']"
Paklay Recipe,"20
minutes","30
minutes",Lunch,, 24g (8%, 30g (60%, 13g (20%, 3g (15%,, 178mg (7%, 669mg (19%, 3g (12%, 16g (18%, 14025IU (281%, 43mg (52%, 57mg (6%, 8mg (44%, 6g Calories, 410mg (137%,,https://panlasangpinoy.com/paklay-recipe/,"▢
1 cup Bamboo shoots julienne
▢
1 lb. pig liver sliced into thin strips
▢
20 oz Pineapple chunks
▢
5 pieces dried bay leaves
▢
1/2 lb. pig kidney cleaned
▢
1/2 lb. pig heart
▢
1 lb. ox tripe
▢
1/2 lb. pig stomach
▢
1 piece red onion minced
▢
1 head garlic minced
▢
2 1/2 teaspoons Annatto powder
▢
2 thumbs ginger minced
▢
1 piece red bell pepper julienned
▢
1 piece beef cube or 2 teaspoons beef powder
▢
2 cups water for cooking
▢
5 cups water for boiling
▢
Salt and pepper to taste
▢
3 tablespoons olive oil","[[], ['1', 'cup', 'Bamboo', 'shoots', 'julienne'], [], ['1', 'lb', 'pig', 'liver', 'sliced', 'into', 'thin', 'strips'], [], ['20', 'oz', 'Pineapple', 'chunks'], [], ['5', 'pieces', 'dried', 'bay', 'leaves'], [], ['12', 'lb', 'pig', 'kidney', 'cleaned'], [], ['12', 'lb', 'pig', 'heart'], [], ['1', 'lb', 'ox', 'tripe'], [], ['12', 'lb', 'pig', 'stomach'], [], ['1', 'piece', 'red', 'onion', 'minced'], [], ['1', 'head', 'garlic', 'minced'], [], ['2', '12', 'teaspoons', 'Annatto', 'powder'], [], ['2', 'thumbs', 'ginger', 'minced'], [], ['1', 'piece', 'red', 'bell', 'pepper', 'julienned'], [], ['1', 'piece', 'beef', 'cube', 'or', '2', 'teaspoons', 'beef', 'powder'], [], ['2', 'cups', 'water', 'for', 'cooking'], [], ['5', 'cups', 'water', 'for', 'boiling'], [], ['Salt', 'and', 'pepper', 'to', 'taste'], [], ['3', 'tablespoons', 'olive', 'oil']]","['bamboo', 'shoots', 'julienne', 'pig', 'liver', 'into', 'thin', 'strips', 'pineapple', 'chunks', 'dried', 'bay', 'leaves', 'pig', 'kidney', 'cleaned', 'pig', 'heart', 'ox', 'tripe', 'pig', 'stomach', 'red', 'onion', 'head', 'garlic', 'annatto', 'powder', 'thumbs', 'ginger', 'red', 'bell', 'pepper', 'julienned', 'beef', 'cube', 'or', 'beef', 'powder', 'water', 'for', 'cooking', 'water', 'for', 'boiling', 'salt', 'and', 'pepper', 'to', 'taste', 'olive', 'oil']"
Vegetarian Pancit Canton,"15
minutes","15
minutes",Lunch, 431kcal (22%, 47g (16%, 12g (24%, 22g (34%, 1g (5%,, 1728mg (72%, 295mg (8%, 5g (20%, 9g (10%, 2955IU (59%, 20.4mg (25%, 47mg (5%, 1mg (6%,,,,https://panlasangpinoy.com/vegetarian-pancit-canton-recipe/,"▢
2 ounces Shiitake mushroom dried
▢
8 ounces Pancit Canton
▢
3 tablespoons vegetarian oyster sauce
▢
4 tablespoons soy sauce
▢
1 piece onion sliced
▢
4 cloves garlic crushed
▢
2 stalks celery chopped
▢
2 cups water
▢
3 tablespoons parsley chopped
▢
1 ½ cups cabbage shredded
▢
1 piece carrot julienne
▢
15 pieces snap peas
▢
6 tablespoons cooking oil
▢
Ground black pepper to taste","[[], ['2', 'ounces', 'Shiitake', 'mushroom', 'dried'], [], ['8', 'ounces', 'Pancit', 'Canton'], [], ['3', 'tablespoons', 'vegetarian', 'oyster', 'sauce'], [], ['4', 'tablespoons', 'soy', 'sauce'], [], ['1', 'piece', 'onion', 'sliced'], [], ['4', 'cloves', 'garlic', 'crushed'], [], ['2', 'stalks', 'celery', 'chopped'], [], ['2', 'cups', 'water'], [], ['3', 'tablespoons', 'parsley', 'chopped'], [], ['1', '½', 'cups', 'cabbage', 'shredded'], [], ['1', 'piece', 'carrot', 'julienne'], [], ['15', 'pieces', 'snap', 'peas'], [], ['6', 'tablespoons', 'cooking', 'oil'], [], ['Ground', 'black', 'pepper', 'to', 'taste']]","['shiitake', 'mushroom', 'dried', 'pancit', 'canton', 'vegetarian', 'oyster', 'sauce', 'soy', 'sauce', 'onion', 'garlic', 'celery', 'water', 'parsley', 'cabbage', 'carrot', 'julienne', 'snap', 'peas', 'cooking', 'oil', 'ground', 'black', 'pepper', 'to', 'taste']"
Inihaw na Bangus Recipe (Grilled Milkfish),"10
minutes","20
minutes",Lunch,, 6g (2%, 46g (92%, 9g (14%, 2g (10%,, 1301mg (54%, 987mg (28%, 1g (4%, 2g (2%, 1150IU (23%, 20.5mg (25%, 32mg (3%, 1.4mg (8%, 4g Calories, 132mg (44%,,https://panlasangpinoy.com/inihaw-na-bangus-recipe/,"▢
1 piece milkfish bangus, with scales but guts removed
▢
1 piece tomato ripe, diced
▢
1 piece red onion diced
▢
1 piece lemon or 3 pieces calamansi (optional)
▢
1 tablespoon ginger minced
▢
2 teaspoons salt
▢
1/2 teaspoon ground black pepper","[[], ['1', 'piece', 'milkfish', 'bangus', 'with', 'scales', 'but', 'guts', 'removed'], [], ['1', 'piece', 'tomato', 'ripe', 'diced'], [], ['1', 'piece', 'red', 'onion', 'diced'], [], ['1', 'piece', 'lemon', 'or', '3', 'pieces', 'calamansi', 'optional'], [], ['1', 'tablespoon', 'ginger', 'minced'], [], ['2', 'teaspoons', 'salt'], [], ['12', 'teaspoon', 'ground', 'black', 'pepper']]","['milkfish', 'bangus', 'with', 'scales', 'but', 'guts', 'removed', 'tomato', 'ripe', 'red', 'onion', 'lemon', 'or', 'calamansi', 'optional', 'ginger', 'salt', 'ground', 'black', 'pepper']"
Dinuguan Recipe,"10
minutes","50
minutes",Lunch,, 15g (5%, 20g (40%, 34g (52%, 9g (45%,, 70mg (3%, 493mg (14%, 2g (8%, 12g (13%, 160IU (3%, 41.2mg (50%, 62mg (6%, 1.1mg (6%, 4g Calories, 81mg (27%,,https://panlasangpinoy.com/dinuguan-blood-stew/,"▢
1 lb pork cut into cubes
▢
1 cup vinegar
▢
2 pieces long green pepper
▢
1 1/2 tablespoon brown sugar
▢
1 piece onion chopped finely
▢
1 tablespoon garlic minced
▢
3 tablespoon cooking oil
▢
1 cup water
▢
10 oz pork blood
▢
1 piece pork cube boullion
▢
salt and pepper to taste","[[], ['1', 'lb', 'pork', 'cut', 'into', 'cubes'], [], ['1', 'cup', 'vinegar'], [], ['2', 'pieces', 'long', 'green', 'pepper'], [], ['1', '12', 'tablespoon', 'brown', 'sugar'], [], ['1', 'piece', 'onion', 'chopped', 'finely'], [], ['1', 'tablespoon', 'garlic', 'minced'], [], ['3', 'tablespoon', 'cooking', 'oil'], [], ['1', 'cup', 'water'], [], ['10', 'oz', 'pork', 'blood'], [], ['1', 'piece', 'pork', 'cube', 'boullion'], [], ['salt', 'and', 'pepper', 'to', 'taste']]","['pork', 'cut', 'into', 'cubes', 'vinegar', 'long', 'green', 'pepper', 'brown', 'sugar', 'onion', 'finely', 'garlic', 'cooking', 'oil', 'water', 'pork', 'blood', 'pork', 'cube', 'boullion', 'salt', 'and', 'pepper', 'to', 'taste']"
Tinolang Tahong Recipe,"5
minutes","20
minutes",Lunch,, 9g (3%, 10g (20%, 11g (17%, 1g (5%,, 1414mg (59%, 431mg (12%, 1g (4%, 1g (1%, 2000IU (40%, 16.1mg (20%, 65mg (7%, 3.7mg (21%, 3g Calories, 21mg (7%,,https://panlasangpinoy.com/tinolang-tahong/,"▢
1 lb mussels tahong, cleaned
▢
2 cups spinach or hot pepper leaves
▢
3 thumbs ginger julienned
▢
1 piece onion sliced
▢
5 cloves garlic pounded
▢
1 1/2 teaspoons salt or 3 tbsp fish sauce
▢
1/2 teaspoon ground black pepper
▢
3 cups water
▢
2 tablespoons cooking oil
▢
2 pieces long green pepper optional","[[], ['1', 'lb', 'mussels', 'tahong', 'cleaned'], [], ['2', 'cups', 'spinach', 'or', 'hot', 'pepper', 'leaves'], [], ['3', 'thumbs', 'ginger', 'julienned'], [], ['1', 'piece', 'onion', 'sliced'], [], ['5', 'cloves', 'garlic', 'pounded'], [], ['1', '12', 'teaspoons', 'salt', 'or', '3', 'tbsp', 'fish', 'sauce'], [], ['12', 'teaspoon', 'ground', 'black', 'pepper'], [], ['3', 'cups', 'water'], [], ['2', 'tablespoons', 'cooking', 'oil'], [], ['2', 'pieces', 'long', 'green', 'pepper', 'optional']]","['mussels', 'tahong', 'cleaned', 'spinach', 'or', 'hot', 'pepper', 'leaves', 'thumbs', 'ginger', 'julienned', 'onion', 'garlic', 'pounded', 'salt', 'or', 'fish', 'sauce', 'ground', 'black', 'pepper', 'water', 'cooking', 'oil', 'long', 'green', 'pepper', 'optional']"
Lechon Kawali Recipe,"10
minutes","50
minutes",Lunch,, 2g (1%, 14g (28%, 91g (140%, 30g (150%,, 2382mg (99%, 324mg (9%, 1g (4%,, 85IU (2%, 0.8mg (1%, 34mg (3%, 1.5mg (8%, 6g Calories, 108mg (36%,,https://panlasangpinoy.com/lechon-kawali/,"▢
2 lbs. pork belly
▢
2 tablespoons salt
▢
2 tablespoons whole pepper corn
▢
5 pieces dried bay leaves
▢
3 cups cooking Oil
▢
34 ounces Water","[[], ['2', 'lbs', 'pork', 'belly'], [], ['2', 'tablespoons', 'salt'], [], ['2', 'tablespoons', 'whole', 'pepper', 'corn'], [], ['5', 'pieces', 'dried', 'bay', 'leaves'], [], ['3', 'cups', 'cooking', 'Oil'], [], ['34', 'ounces', 'Water']]","['pork', 'belly', 'salt', 'pepper', 'corn', 'dried', 'bay', 'leaves', 'cooking', 'oil', 'water']"
Beef Pares,"10
minutes","45
minutes",Lunch, 3622kcal (181%, 80g (27%, 210g (420%, 269g (414%, 90g (450%,, 7814mg (326%, 3722mg (106%, 4g (16%, 61g (68%, 500IU (10%, 22.2mg (27%, 392mg (39%, 26.9mg (149%,, 805mg (268%,,https://panlasangpinoy.com/filipino-food-how-to-cook-beef-pares-recipe/,"▢
2 ½ lbs. beef cubed
▢
1 piece Knorr Beef Cube
▢
2 pieces star anise
▢
¼ cup brown sugar
▢
½ cup scallions chopped
▢
2 thumbs ginger minced
▢
6 tablespoons soy sauce
▢
1 piece onion chopped
▢
5 cloves garlic crushed
▢
2 ½ cups water
▢
3 tablespoons cooking oil
▢
Salt and ground black pepper to taste","[[], ['2', '½', 'lbs', 'beef', 'cubed'], [], ['1', 'piece', 'Knorr', 'Beef', 'Cube'], [], ['2', 'pieces', 'star', 'anise'], [], ['¼', 'cup', 'brown', 'sugar'], [], ['½', 'cup', 'scallions', 'chopped'], [], ['2', 'thumbs', 'ginger', 'minced'], [], ['6', 'tablespoons', 'soy', 'sauce'], [], ['1', 'piece', 'onion', 'chopped'], [], ['5', 'cloves', 'garlic', 'crushed'], [], ['2', '½', 'cups', 'water'], [], ['3', 'tablespoons', 'cooking', 'oil'], [], ['Salt', 'and', 'ground', 'black', 'pepper', 'to', 'taste']]","['beef', 'cubed', 'knorr', 'beef', 'cube', 'star', 'anise', 'brown', 'sugar', 'scallions', 'thumbs', 'ginger', 'soy', 'sauce', 'onion', 'garlic', 'water', 'cooking', 'oil', 'salt', 'and', 'ground', 'black', 'pepper', 'to', 'taste']"
Beef Kaldereta Recipe,"10
minutes",,Lunch,, 20g (7%, 30g (60%, 42g (65%, 12g (60%,, 903mg (38%, 1135mg (32%, 5g (20%, 6g (7%, 9150IU (183%, 65.8mg (80%, 89mg (9%, 6.5mg (36%, 6g Calories, 109mg (36%,,https://panlasangpinoy.com/beef-kaldereta/,"▢
2 lbs beef cubed
▢
3 pieces garlic cloves crushed and chopped
▢
1 piece onion finely chopped
▢
2 cups beef broth
▢
1 piece red bell pepper sliced
▢
1 piece green bell pepper sliced
▢
1 cup tomato sauce
▢
½ cup liver spread processed using blender
▢
1 teaspoon chili flakes
▢
3 pieces dried bay leaves
▢
2 cups potatoes sliced
▢
2 cups carrots sliced
▢
1/4 cup cooking oil
▢
⅔ cup green olives
▢
salt and pepper to taste","[[], ['2', 'lbs', 'beef', 'cubed'], [], ['3', 'pieces', 'garlic', 'cloves', 'crushed', 'and', 'chopped'], [], ['1', 'piece', 'onion', 'finely', 'chopped'], [], ['2', 'cups', 'beef', 'broth'], [], ['1', 'piece', 'red', 'bell', 'pepper', 'sliced'], [], ['1', 'piece', 'green', 'bell', 'pepper', 'sliced'], [], ['1', 'cup', 'tomato', 'sauce'], [], ['½', 'cup', 'liver', 'spread', 'processed', 'using', 'blender'], [], ['1', 'teaspoon', 'chili', 'flakes'], [], ['3', 'pieces', 'dried', 'bay', 'leaves'], [], ['2', 'cups', 'potatoes', 'sliced'], [], ['2', 'cups', 'carrots', 'sliced'], [], ['14', 'cup', 'cooking', 'oil'], [], ['⅔', 'cup', 'green', 'olives'], [], ['salt', 'and', 'pepper', 'to', 'taste']]","['beef', 'cubed', 'garlic', 'and', 'onion', 'finely', 'beef', 'broth', 'red', 'bell', 'pepper', 'green', 'bell', 'pepper', 'tomato', 'sauce', 'liver', 'spread', 'processed', 'using', 'blender', 'chili', 'flakes', 'dried', 'bay', 'leaves', 'potatoes', 'carrots', 'cooking', 'oil', 'green', 'olives', 'salt', 'and', 'pepper', 'to', 'taste']"
Squid Ball Chop Suey,"10
minutes","35
minutes",Lunch,, 16g (5%, 7g (14%, 6g (9%,,, 369mg (15%, 556mg (16%, 5g (20%, 8g (9%, 4315IU (86%, 99.7mg (121%, 94mg (9%, 3.4mg (19%, 6g Calories, 79mg (26%,,https://panlasangpinoy.com/squid-ball-chop-suey-recipe/,"▢
1 piece cabbage medium, chopped
▢
12 to 15 pieces squid balls
▢
2 cups snow peas
▢
2 tablespoons oyster sauce
▢
1 piece carrot sliced crosswise
▢
2 pieces red bell pepper sliced
▢
2 cups cauliflower
▢
1/4 lb chicken liver
▢
10 pieces quail eggs boiled
▢
1 cup chicken broth
▢
1 teaspoon garlic minced
▢
1 piece yellow onion sliced
▢
salt and ground black pepper to taste
▢
2 tablespoons cooking oil","[[], ['1', 'piece', 'cabbage', 'medium', 'chopped'], [], ['12', 'to', '15', 'pieces', 'squid', 'balls'], [], ['2', 'cups', 'snow', 'peas'], [], ['2', 'tablespoons', 'oyster', 'sauce'], [], ['1', 'piece', 'carrot', 'sliced', 'crosswise'], [], ['2', 'pieces', 'red', 'bell', 'pepper', 'sliced'], [], ['2', 'cups', 'cauliflower'], [], ['14', 'lb', 'chicken', 'liver'], [], ['10', 'pieces', 'quail', 'eggs', 'boiled'], [], ['1', 'cup', 'chicken', 'broth'], [], ['1', 'teaspoon', 'garlic', 'minced'], [], ['1', 'piece', 'yellow', 'onion', 'sliced'], [], ['salt', 'and', 'ground', 'black', 'pepper', 'to', 'taste'], [], ['2', 'tablespoons', 'cooking', 'oil']]","['cabbage', 'to', 'squid', 'balls', 'snow', 'peas', 'oyster', 'sauce', 'carrot', 'crosswise', 'red', 'bell', 'pepper', 'cauliflower', 'chicken', 'liver', 'quail', 'eggs', 'boiled', 'chicken', 'broth', 'garlic', 'yellow', 'onion', 'salt', 'and', 'ground', 'black', 'pepper', 'to', 'taste', 'cooking', 'oil']"
Ginataang Tilapia,"10
minutes","25
minutes",Lunch, 451kcal (23%, 10g (3%, 5g (10%, 46g (71%, 29g (145%,, 980mg (41%, 547mg (16%, 1g (4%, 2g (2%, 1875IU (38%, 12.7mg (15%, 68mg (7%, 5.8mg (32%,,,,https://panlasangpinoy.com/ginataang-tilapia/,"▢
2 pieces tilapia cleaned
▢
2 cups coconut milk
▢
4 cloves garlic crushed
▢
1 piece onion chopped
▢
1 thumb ginger cut into strips
▢
2 pieces long green pepper
▢
2 tablespoons fish sauce
▢
2 pieces Thai chili pepper
▢
1/4 teaspoon ground black pepper
▢
2 cups fresh spinach
▢
3 tablespoons cooking oil","[[], ['2', 'pieces', 'tilapia', 'cleaned'], [], ['2', 'cups', 'coconut', 'milk'], [], ['4', 'cloves', 'garlic', 'crushed'], [], ['1', 'piece', 'onion', 'chopped'], [], ['1', 'thumb', 'ginger', 'cut', 'into', 'strips'], [], ['2', 'pieces', 'long', 'green', 'pepper'], [], ['2', 'tablespoons', 'fish', 'sauce'], [], ['2', 'pieces', 'Thai', 'chili', 'pepper'], [], ['14', 'teaspoon', 'ground', 'black', 'pepper'], [], ['2', 'cups', 'fresh', 'spinach'], [], ['3', 'tablespoons', 'cooking', 'oil']]","['tilapia', 'cleaned', 'coconut', 'milk', 'garlic', 'onion', 'thumb', 'ginger', 'cut', 'into', 'strips', 'long', 'green', 'pepper', 'fish', 'sauce', 'thai', 'chili', 'pepper', 'ground', 'black', 'pepper', 'fresh', 'spinach', 'cooking', 'oil']"
Spaghetti and Meatballs,"10
minutes","40
minutes",Lunch, 775kcal (39%, 63g (21%, 34g (68%, 42g (65%, 13g (65%,, 1547mg (64%, 1062mg (30%, 5g (20%, 11g (12%, 805IU (16%, 18.8mg (23%, 217mg (22%, 5.4mg (30%,, 129mg (43%,,https://panlasangpinoy.com/pasta-noodles-spaghetti-and-meatballs-recipe/,"▢
1/2 lb. Spaghetti
▢
6 cups water for boiling","[[], ['12', 'lb', 'Spaghetti'], [], ['6', 'cups', 'water', 'for', 'boiling']]","['spaghetti', 'water', 'for', 'boiling']"
